x	y	Edep
-0.00486201	-0.00785885	0.00527346
-0.00478608	0.00633123	0.00527346
-0.00625078	-0.00204418	0.00527346
-0.0136737	0.0146646	0.00527346
0.0136478	0.0101416	0.00527346
0.0125416	0.017911	0.00527346
-0.0169047	0.00675986	0.00527346
0.000784111	-0.00730081	0.00527346
-0.00669813	0.00795764	0.00527346
0.00959348	0.0125946	0.00527346
0.0212737	-0.00177257	0.00527346
0.00353746	0.0136777	0.00527346
0.00432997	-0.023018	0.00527346
-0.0112159	-0.0090341	0.00527346
0.00849428	-0.00617595	0.00527346
-0.00549182	-0.00196172	0.00527346
-0.0109752	0.000517105	0.00527346
0.00283369	-0.00881841	0.00527346
0.00861363	-0.00599064	0.00527346
-0.00306911	0.0106437	0.00527346
0.0096632	0.00285413	0.00527346
0.00655843	0.00591376	0.00527346
0.0106838	-0.0144653	0.00527346
0.0111066	-0.0246856	0.00527346
-0.00207029	0.0104209	0.00527346
0.00921707	-0.00446077	0.00527346
-0.00597531	0.00270018	0.00527346
-0.000330717	0.00532351	0.00527346
0.000868721	-0.0117215	0.00527346
0.00186246	0.0186844	0.00527346
0.0117063	0.00662312	0.00527346
0.0119651	-0.00301361	0.00527346
0.00556593	-0.00804887	0.00527346
0.00735975	-0.0191232	0.00527346
0.00481496	0.0146292	0.00527346
-0.00572867	0.0134081	0.00527346
-0.00314257	0.0170425	0.00527346
0.0147407	0.00348858	0.00527346
-0.00829341	-0.0169913	0.00527346
-0.0123304	-0.011115	0.00527346
0.00509937	-0.00724775	0.00527346
-0.0044766	-0.00573693	0.00527346
0.00222993	0.00842794	0.00527346
0.0123571	-0.00670226	0.00527346
-0.016828	0.0132619	0.00527346
0.0138753	0.00373566	0.00527346
-0.00908307	-0.00441065	0.00527346
0.00614003	0.00223444	0.00527346
-0.00814598	0.00246712	0.00527346
0.00711518	0.0187037	0.00527346
0.0148555	-0.00129434	0.00527346
-0.00132888	-0.00731772	0.00527346
-0.00943075	0.0111325	0.00527346
0.00351351	-0.0107845	0.00527346
-0.0136303	-0.00828815	0.00527346
-0.00508301	-0.00223065	0.00527346
-0.00505627	0.000390567	0.00527346
-0.00143744	-0.0132148	0.00527346
-0.00973184	0.00795831	0.00527346
-0.00906892	-0.0109193	0.00527346
0.000253521	0.00574521	0.00527346
-0.0151272	-0.00163824	0.00527346
-0.0046841	-0.00419584	0.00527346
0.00445576	0.0215135	0.00527346
-0.00422285	-0.00670298	0.00527346
0.00702064	0.00657143	0.00527346
0.0159684	0.00145577	0.00527346
0.0236397	-0.0122178	0.00527346
0.0170378	-0.00792801	0.00527346
0.00181837	0.0103491	0.00527345
0.0100991	0.0182098	0.00527345
0.0127259	0.00778923	0.00527345
